llm,model,version,run,filename,pylint_score,syntax_ok,imports_ratio,lines_of_code,execution_success,execution_time,filepath
GROK,grok-4-1-fast-reasoning,v1,1,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_191344.py,8.25,True,0.5,132,True,15.796941757202148,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_191344.py
GROK,grok-4-1-fast-reasoning,v2,1,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_192651.py,8.27,True,0.5,139,True,15.65772557258606,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_192651.py
GROK,grok-4-1-fast-reasoning,v2,1,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_192701.py,8.17,True,0.5,132,True,16.09227180480957,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_192701.py
GROK,grok-4-1-fast-reasoning,v3,1,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_194834.py,0.0,True,0.5,79,True,38.98498058319092,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_194834.py
GROK,grok-4-1-fast-reasoning,v3,1,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_194843.py,0.0,True,0.5,91,True,37.2208366394043,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_194843.py
CLAUDE,claude-sonnet-4-6,v1,1,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260704_191429.py,8.7,True,0.5,197,True,18.88959312438965,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260704_191429.py
CLAUDE,claude-sonnet-4-6,v1,1,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260704_191505.py,8.81,True,0.5,181,True,17.92478609085083,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260704_191505.py
CLAUDE,claude-sonnet-4-6,v2,1,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260704_192740.py,8.99,True,0.5,214,True,198.12913703918457,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260704_192740.py
CLAUDE,claude-sonnet-4-6,v2,1,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260704_192811.py,8.58,True,0.5,160,True,19.15580415725708,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260704_192811.py
CLAUDE,claude-sonnet-4-6,v3,1,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260704_194918.py,7.17,True,0.5,184,True,82.86492037773132,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260704_194918.py
CLAUDE,claude-sonnet-4-6,v3,1,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260704_194950.py,7.09,True,0.5,181,True,87.32157874107361,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_1/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260704_194950.py
GPT,gpt-4o,v1,2,v1_base_cnn_gpt-4o_gpt_run1_20260704_210837.py,8.67,True,0.5,102,True,14.67330527305603,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260704_210837.py
GPT,gpt-4o,v1,2,v1_base_cnn_gpt-4o_gpt_run2_20260704_210847.py,9.06,True,0.5,108,True,15.382956504821776,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260704_210847.py
GPT,gpt-4o,v2,2,v2_pytorch_cnn_gpt-4o_gpt_run1_20260704_213036.py,7.0,True,0.5,98,True,15.389037609100342,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260704_213036.py
GPT,gpt-4o,v2,2,v2_pytorch_cnn_gpt-4o_gpt_run2_20260704_213045.py,7.72,True,0.5,112,True,15.10026240348816,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260704_213045.py
GPT,gpt-4o,v3,2,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260704_215225.py,0.0,True,0.5,71,True,36.06468605995178,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260704_215225.py
GPT,gpt-4o,v3,2,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260704_215231.py,0.0,True,0.5,71,True,38.23695349693298,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260704_215231.py
GROK,grok-4-1-fast-reasoning,v1,2,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_210858.py,8.42,True,0.5,113,True,14.14401912689209,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_210858.py
GROK,grok-4-1-fast-reasoning,v1,2,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_210911.py,8.22,True,0.5,130,True,15.443929433822632,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_210911.py
GROK,grok-4-1-fast-reasoning,v2,2,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_213053.py,8.25,True,0.5,132,True,15.816518545150757,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_213053.py
GROK,grok-4-1-fast-reasoning,v2,2,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_213102.py,8.15,True,0.5,143,True,15.617841720581056,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_213102.py
GROK,grok-4-1-fast-reasoning,v3,2,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_215239.py,0.0,True,0.5,85,True,36.31104826927185,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_215239.py
GROK,grok-4-1-fast-reasoning,v3,2,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_215247.py,0.0,True,0.5,79,True,36.978023529052734,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_215247.py
CLAUDE,claude-sonnet-4-6,v1,2,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260704_210946.py,8.65,True,0.5,175,True,17.67425513267517,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260704_210946.py
CLAUDE,claude-sonnet-4-6,v1,2,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260704_211024.py,8.54,True,0.5,178,True,18.02156543731689,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260704_211024.py
CLAUDE,claude-sonnet-4-6,v2,2,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260704_213138.py,8.83,True,0.5,161,True,16.881258726119995,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260704_213138.py
CLAUDE,claude-sonnet-4-6,v2,2,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260704_213215.py,8.99,True,0.5,180,True,17.706144332885742,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260704_213215.py
CLAUDE,claude-sonnet-4-6,v3,2,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260704_215321.py,6.56,True,0.5,184,True,82.88529515266418,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260704_215321.py
CLAUDE,claude-sonnet-4-6,v3,2,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260704_215353.py,7.14,True,0.5,175,True,84.35948038101196,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_2/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260704_215353.py
GPT,gpt-4o,v1,3,v1_base_cnn_gpt-4o_gpt_run1_20260704_225833.py,8.52,True,0.5,91,False,7.301011323928833,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260704_225833.py
GPT,gpt-4o,v1,3,v1_base_cnn_gpt-4o_gpt_run2_20260704_225840.py,7.55,True,0.5,105,True,15.014139413833618,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260704_225840.py
GPT,gpt-4o,v2,3,v2_pytorch_cnn_gpt-4o_gpt_run1_20260704_232028.py,8.14,True,0.5,109,True,15.369940519332886,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260704_232028.py
GPT,gpt-4o,v2,3,v2_pytorch_cnn_gpt-4o_gpt_run2_20260704_232034.py,8.67,True,0.5,101,True,15.26065230369568,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260704_232034.py
GPT,gpt-4o,v3,3,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260704_234217.py,0.0,True,0.5,69,True,38.44817638397217,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260704_234217.py
GPT,gpt-4o,v3,3,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260704_234223.py,0.0,True,0.5,64,True,39.25830292701721,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260704_234223.py
GROK,grok-4-1-fast-reasoning,v1,3,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_225851.py,9.15,True,0.5,130,True,16.743532419204712,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_225851.py
GROK,grok-4-1-fast-reasoning,v1,3,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_225902.py,7.77,True,0.5,106,True,16.89967703819275,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_225902.py
GROK,grok-4-1-fast-reasoning,v2,3,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_232041.py,8.11,True,0.5,123,True,16.518420934677124,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_232041.py
GROK,grok-4-1-fast-reasoning,v2,3,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_232049.py,8.28,True,0.5,128,True,16.445585250854492,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_232049.py
GROK,grok-4-1-fast-reasoning,v3,3,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_234234.py,0.0,True,0.5,86,True,39.132242918014526,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260704_234234.py
GROK,grok-4-1-fast-reasoning,v3,3,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_234244.py,0.0,True,0.5,88,True,37.90594983100891,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260704_234244.py
CLAUDE,claude-sonnet-4-6,v1,3,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260704_225939.py,8.96,True,0.5,189,True,18.78453302383423,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260704_225939.py
CLAUDE,claude-sonnet-4-6,v1,3,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260704_230016.py,8.77,True,0.5,185,True,19.201027631759644,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260704_230016.py
CLAUDE,claude-sonnet-4-6,v2,3,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260704_232129.py,8.72,True,0.5,208,True,19.2544379234314,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260704_232129.py
CLAUDE,claude-sonnet-4-6,v2,3,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260704_232206.py,9.12,True,0.5,195,True,27.26411271095276,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260704_232206.py
CLAUDE,claude-sonnet-4-6,v3,3,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260704_234313.py,6.33,True,0.5,163,True,127.63118171691896,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260704_234313.py
CLAUDE,claude-sonnet-4-6,v3,3,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260704_234348.py,7.3,True,0.75,185,True,87.16303873062134,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_3/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260704_234348.py
GPT,gpt-4o,v1,4,v1_base_cnn_gpt-4o_gpt_run1_20260705_004647.py,8.86,True,0.5,97,True,15.8727707862854,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260705_004647.py
GPT,gpt-4o,v1,4,v1_base_cnn_gpt-4o_gpt_run2_20260705_004654.py,8.76,True,0.5,100,True,16.447707653045654,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260705_004654.py
GPT,gpt-4o,v2,4,v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_010845.py,7.75,True,0.5,114,True,14.786376476287842,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_010845.py
GPT,gpt-4o,v2,4,v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_010853.py,6.7,True,0.5,104,True,15.297627449035645,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_010853.py
GPT,gpt-4o,v3,4,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_013033.py,0.0,True,0.5,72,True,38.0350399017334,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_013033.py
GPT,gpt-4o,v3,4,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_013038.py,0.0,True,0.5,75,True,37.80490303039551,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_013038.py
GROK,grok-4-1-fast-reasoning,v1,4,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_004707.py,7.83,True,0.5,105,True,16.376810312271118,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_004707.py
GROK,grok-4-1-fast-reasoning,v1,4,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_004723.py,8.46,True,0.5,143,True,16.74721384048462,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_004723.py
GROK,grok-4-1-fast-reasoning,v2,4,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_010902.py,8.45,True,0.5,128,True,15.927313804626465,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_010902.py
GROK,grok-4-1-fast-reasoning,v2,4,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_010911.py,8.27,True,0.5,146,True,21.10663676261902,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_010911.py
GROK,grok-4-1-fast-reasoning,v3,4,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_013047.py,0.0,True,0.5,78,True,36.659024238586426,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_013047.py
GROK,grok-4-1-fast-reasoning,v3,4,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_013059.py,0.0,True,0.5,88,True,47.77154064178467,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_013059.py
CLAUDE,claude-sonnet-4-6,v1,4,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_004758.py,8.43,True,0.5,159,True,18.721717834472656,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_004758.py
CLAUDE,claude-sonnet-4-6,v1,4,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_004831.py,8.57,True,0.5,173,True,18.385109424591064,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_004831.py
CLAUDE,claude-sonnet-4-6,v2,4,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_010949.py,8.91,True,0.5,186,True,19.20113492012024,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_010949.py
CLAUDE,claude-sonnet-4-6,v2,4,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_011022.py,8.58,True,0.5,163,True,17.28697395324707,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_011022.py
CLAUDE,claude-sonnet-4-6,v3,4,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_013135.py,6.04,True,0.5,183,True,141.98204374313354,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_013135.py
CLAUDE,claude-sonnet-4-6,v3,4,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_013210.py,7.3,True,0.5,188,True,88.48984885215759,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_4/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_013210.py
GPT,gpt-4o,v1,5,v1_base_cnn_gpt-4o_gpt_run1_20260705_023252.py,8.12,True,0.5,107,True,14.683379650115969,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260705_023252.py
GPT,gpt-4o,v1,5,v1_base_cnn_gpt-4o_gpt_run2_20260705_023300.py,9.2,True,0.5,98,True,206.78187084198,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260705_023300.py
GPT,gpt-4o,v2,5,v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_025508.py,7.19,True,0.5,107,True,16.039357900619507,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_025508.py
GPT,gpt-4o,v2,5,v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_025515.py,8.28,True,0.5,104,True,15.406395673751833,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_025515.py
GPT,gpt-4o,v3,5,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_031703.py,0.0,True,0.5,69,True,39.53681707382202,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_031703.py
GPT,gpt-4o,v3,5,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_031711.py,0.0,True,0.5,75,True,40.70870161056519,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_031711.py
GROK,grok-4-1-fast-reasoning,v1,5,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_023323.py,8.18,True,0.5,134,True,16.83771824836731,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_023323.py
GROK,grok-4-1-fast-reasoning,v1,5,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_023346.py,8.15,True,0.5,137,True,16.767659187316895,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_023346.py
GROK,grok-4-1-fast-reasoning,v2,5,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_025530.py,8.43,True,0.5,134,True,16.768264770507812,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_025530.py
GROK,grok-4-1-fast-reasoning,v2,5,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_025544.py,8.0,True,0.5,128,True,16.03632092475891,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_025544.py
GROK,grok-4-1-fast-reasoning,v3,5,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_031735.py,0.0,True,0.5,87,True,43.97213292121887,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_031735.py
